E_1 / keV,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11
56.78,0,0,0,0,0,0,0,0,0,0,0
56.83,0,0,0,0,0,0,0,0,0,0,0
56.88,0,0,0,0,0,0,0,0,0,0,0
56.94,0,0,0,0,1,0,0,0,0,1,0
56.99,0,0,1,0,0,0,0,0,1,0,0
57.04,0,0,0,0,0,0,0,0,0,1,0
57.09,0,0,0,0,0,0,0,0,0,0,0
57.14,0,0,0,0,0,0,0,0,0,0,0
57.19,0,0,0,0,0,0,0,0,0,0,0
57.24,0,1,0,0,0,0,0,0,0,0,0
57.29,0,0,0,0,0,0,0,0,0,0,0
57.34,0,0,1,0,0,0,0,0,0,0,0
57.39,0,0,1,0,0,0,0,0,0,0,0
57.44,0,0,0,0,0,0,0,0,0,0,0
57.49,0,0,0,0,0,0,0,0,0,0,0
57.54,0,0,1,0,0,0,0,0,0,0,0
57.59,0,0,0,0,0,0,0,0,0,0,0
57.65,0,0,1,0,0,0,0,0,0,0,0
57.7,0,0,0,0,0,0,0,0,0,1,0
57.75,0,0,0,0,0,0,0,0,0,0,0
57.8,0,0,0,0,0,0,0,0,0,0,0
57.85,0,0,1,0,0,0,0,0,0,0,0
57.9,0,0,0,0,0,0,0,0,0,1,0
57.95,0,0,0,0,0,0,0,0,0,0,0
58,0,0,1,0,0,0,0,0,0,0,0
58.05,0,0,0,0,0,0,0,0,0,0,0
58.1,0,0,0,0,0,0,0,0,0,0,0
58.15,0,0,0,0,0,0,0,0,0,0,0
58.2,0,0,0,0,0,0,0,0,0,0,0
58.25,0,0,0,0,0,0,0,0,0,0,0
58.3,0,0,0,0,0,0,0,0,0,0,0
58.36,0,0,0,0,0,0,0,0,0,0,0
58.41,0,0,0,0,0,0,0,0,0,0,0
58.46,0,0,0,1,0,0,0,0,0,0,0
58.51,0,0,1,0,0,0,0,0,0,0,0
58.56,0,0,1,0,0,0,0,0,0,0,0
58.61,0,0,0,0,0,0,0,0,1,0,0
58.66,0,0,0,0,0,0,0,0,0,0,0
58.71,0,0,0,0,0,0,0,0,0,0,0
58.76,0,0,0,0,0,0,0,1,0,0,0
58.81,0,0,0,0,0,0,0,0,0,0,0
58.86,0,0,0,0,0,0,0,0,0,0,0
58.91,0,0,1,0,0,0,0,0,0,0,0
58.96,0,0,0,0,0,0,0,0,0,0,0
59.01,0,0,0,0,0,0,0,0,0,0,0
59.07,0,0,0,0,0,0,0,0,0,1,0
59.12,0,0,1,0,0,0,0,0,0,0,0
59.17,0,0,0,0,0,0,0,0,0,0,0
59.22,0,0,0,0,0,0,0,0,0,0,0
59.27,0,0,0,0,1,0,0,0,0,0,0
59.32,0,0,0,0,0,0,0,0,0,0,0
59.37,0,0,0,0,0,0,0,0,0,1,0
59.42,0,1,0,0,0,0,0,0,0,0,0
59.47,0,0,1,0,0,0,0,0,0,0,0
59.52,0,0,1,0,0,0,0,0,0,0,0
59.57,0,0,0,0,0,0,0,0,0,0,0
59.62,0,0,0,0,0,0,0,0,0,0,0
59.67,0,0,0,0,0,0,0,0,0,0,0
59.72,0,0,0,0,0,0,0,0,0,0,0
59.78,0,0,0,0,0,0,0,0,0,0,0
59.83,0,0,0,0,0,0,0,0,0,0,0
59.88,0,0,0,0,0,0,0,0,0,0,0
59.93,0,0,1,0,0,0,0,0,1,0,0
59.98,0,0,0,0,0,0,0,0,0,0,0
60.03,0,0,0,0,0,0,0,0,0,0,0
60.08,0,0,0,0,0,0,0,0,0,0,0
60.13,0,0,0,0,0,0,0,0,0,1,0
60.18,0,0,0,0,0,0,0,0,0,0,0
60.23,0,0,0,0,0,0,0,0,0,1,0
60.28,0,0,0,0,0,0,0,0,0,0,0
60.33,0,0,1,1,0,0,0,0,0,0,0
60.38,0,0,0,0,0,0,0,0,0,0,0
60.43,0,0,0,0,0,0,0,0,0,0,0
60.49,0,0,0,0,0,0,0,0,0,0,0
60.54,0,0,0,1,0,0,0,0,0,0,0
60.59,0,0,1,0,1,0,0,0,0,0,0
60.64,0,0,0,0,0,0,0,0,0,0,0
60.69,0,0,0,0,0,0,0,0,0,0,0
60.74,0,0,0,0,0,0,0,0,0,0,0
60.79,0,0,1,0,0,0,0,0,1,0,0
60.84,0,0,0,0,0,0,0,0,0,0,0
60.89,0,0,0,0,0,0,0,0,0,1,0
60.94,0,0,0,0,0,0,0,0,0,0,0
60.99,0,0,0,0,0,0,0,0,0,0,0
61.04,0,0,0,0,0,0,0,0,0,0,0
61.09,0,0,1,0,0,0,0,0,0,0,0
61.14,0,0,0,0,0,0,0,0,0,0,0
61.2,0,0,0,0,0,0,0,0,0,0,0
61.25,0,0,0,0,0,0,0,0,0,0,0
61.3,0,0,0,0,0,0,0,0,0,0,0
61.35,0,0,0,0,0,0,0,0,0,0,0
61.4,0,1,1,0,0,0,0,0,0,0,0
61.45,0,0,0,0,0,0,0,0,0,0,0
61.5,0,0,0,0,0,0,0,0,0,1,0
61.55,0,0,0,0,0,0,0,0,0,0,0
61.6,0,0,0,0,0,0,0,0,0,1,0
61.65,0,0,1,0,0,0,0,0,1,0,0
61.7,0,0,0,0,0,0,0,0,1,0,0
61.75,0,0,0,0,0,1,0,0,0,1,0
61.8,0,0,0,0,0,0,0,0,0,0,0
61.85,0,0,0,0,0,0,0,0,0,0,0
61.91,0,0,0,0,0,0,0,0,0,0,0
61.96,0,0,0,0,0,0,0,0,0,0,0
62.01,0,0,0,0,0,0,0,0,1,0,0
62.06,0,0,0,0,0,0,0,0,0,0,0
62.11,0,0,0,0,0,0,0,0,0,0,0
62.16,0,0,0,0,0,0,0,0,0,0,0
62.21,0,0,0,0,0,0,0,0,0,2,0
62.26,0,0,0,0,0,0,0,0,0,0,0
62.31,0,0,0,0,0,0,0,0,0,0,0
62.36,0,0,0,0,0,0,0,0,0,0,0
62.41,0,0,0,0,0,0,0,0,0,1,0
62.46,0,0,0,0,0,0,0,0,0,0,0
62.51,0,0,0,0,0,0,0,0,0,0,0
62.56,0,0,0,0,0,0,0,0,0,0,0
62.62,0,0,0,0,0,1,0,0,0,0,0
62.67,0,0,0,0,0,0,0,0,0,0,0
62.72,0,0,0,0,0,0,0,0,0,0,0
62.77,0,0,0,0,0,0,0,0,0,0,0
62.82,0,0,0,0,0,0,0,0,0,0,0
62.87,0,2,0,0,0,0,0,0,0,0,0
62.92,0,0,0,2,0,1,0,0,0,0,0
62.97,0,0,0,0,0,0,0,0,0,0,0
63.02,0,0,0,0,0,0,0,0,0,0,0
63.07,0,0,0,0,0,0,0,0,0,0,0
63.12,0,0,0,0,0,0,0,0,0,0,0
63.17,0,0,0,0,0,0,0,0,0,0,0
63.22,0,0,0,0,0,0,0,0,0,0,0
63.27,0,0,0,1,0,0,0,0,0,0,0
63.33,0,0,0,0,0,0,0,0,0,1,0
63.38,0,0,1,0,0,0,0,0,0,0,0
63.43,0,0,0,0,0,0,0,0,1,0,0
63.48,0,0,0,0,0,0,0,0,0,0,0
63.53,0,0,0,0,0,0,0,0,0,0,0
63.58,0,0,0,0,0,0,0,0,1,0,0
63.63,0,0,0,0,0,0,0,0,0,0,0
63.68,0,0,0,0,0,0,0,0,0,0,0
63.73,0,0,0,0,0,0,0,0,0,0,0
63.78,0,0,0,0,0,0,0,0,0,0,0
63.83,0,0,1,0,0,0,0,0,0,1,0
63.88,0,0,0,0,0,0,0,0,0,0,0
63.93,0,0,0,0,0,0,0,0,0,0,0
63.98,0,0,0,1,0,0,0,0,0,0,0
64.04,0,0,0,0,0,0,0,0,0,1,0
64.09,0,0,1,0,0,0,0,0,0,0,0
64.14,0,0,0,0,1,0,0,0,0,0,0
64.19,0,0,0,0,0,0,0,0,0,1,0
64.24,0,0,0,0,0,0,0,0,0,0,0
64.29,0,0,0,0,0,1,0,0,0,0,0
64.34,0,0,0,0,0,0,0,0,0,0,0
64.39,0,0,0,0,0,0,0,0,0,0,0
64.44,0,0,0,0,0,0,0,0,0,0,0
64.49,0,0,0,0,0,0,0,0,0,0,0
64.54,0,0,0,0,0,0,0,0,0,0,0
64.59,0,0,0,1,0,0,0,0,0,1,0
64.64,0,0,0,0,0,0,0,0,0,0,0
64.69,0,0,0,0,0,0,0,0,0,0,0
64.75,0,0,0,0,0,0,0,0,0,0,0
64.8,0,1,0,0,0,0,0,0,0,0,0
64.85,0,0,0,0,0,0,0,0,0,0,0
64.9,0,0,0,0,0,0,0,0,1,0,0
64.95,0,0,0,0,0,0,0,0,0,0,0
65,0,0,1,0,1,0,0,0,0,0,0
65.05,0,0,0,0,0,0,0,0,0,0,0
65.1,0,0,0,0,0,0,0,1,0,0,0
65.15,0,0,0,0,0,0,0,0,0,0,0
65.2,0,0,0,0,1,0,0,0,0,0,0
65.25,0,0,0,0,0,0,0,0,0,0,0
65.3,0,0,0,0,0,0,0,0,0,0,0
65.35,0,0,0,0,0,0,0,0,0,0,0
65.4,0,0,0,0,0,0,0,0,0,0,0
65.46,0,0,0,0,0,0,0,0,0,0,0
65.51,1,0,0,0,0,0,0,0,0,0,0
65.56,0,0,0,0,0,0,0,0,1,0,0
65.61,0,0,0,0,0,0,0,0,0,0,0
65.66,0,0,0,0,0,0,0,0,0,0,0
65.71,0,0,1,0,0,0,0,0,0,0,0
65.76,0,0,0,0,0,0,0,0,1,0,0
65.81,1,0,0,0,0,0,0,0,0,0,0
65.86,0,1,1,0,0,0,0,0,0,0,0
65.91,0,1,0,0,0,0,0,0,0,0,0
65.96,0,0,0,1,0,1,0,0,0,0,0
66.01,0,0,0,0,0,0,0,0,0,0,0
66.06,1,0,0,0,0,0,0,0,0,0,0
66.11,0,0,0,0,0,0,0,1,0,0,0
66.17,0,0,1,0,0,0,0,0,0,0,0
66.22,0,0,0,0,0,0,0,0,1,0,0
66.27,0,0,0,0,0,0,0,0,0,1,0
66.32,0,0,0,0,0,1,0,0,0,0,0
66.37,1,0,0,0,0,0,0,0,0,0,0
66.42,0,0,0,0,1,0,0,0,0,0,0
66.47,0,0,0,0,1,2,0,0,0,0,0
66.52,0,0,0,0,0,1,0,0,0,1,0
66.57,0,0,0,0,0,1,0,0,0,0,0
66.62,0,0,0,0,0,0,0,0,0,1,0
66.67,0,1,0,0,0,0,0,0,0,0,0
66.72,0,0,0,0,0,0,0,0,0,0,0
66.77,0,0,0,0,0,0,0,1,0,0,0
66.82,0,0,0,0,0,0,0,0,0,0,0
66.88,0,1,0,0,0,0,0,0,0,0,0
66.93,0,0,0,0,0,0,0,0,1,0,0
66.98,1,0,0,0,1,0,0,0,0,1,0
67.03,0,0,0,0,1,0,0,0,0,0,0
67.08,0,0,0,0,0,1,0,0,0,1,0
67.13,0,0,0,0,0,1,0,0,0,0,0
67.18,0,1,0,0,0,1,0,0,1,1,0
67.23,0,0,0,0,0,0,0,0,0,1,0
67.28,0,0,0,0,1,0,0,0,0,0,0
67.33,0,0,0,0,0,0,0,0,0,0,0
67.38,0,0,0,0,0,1,0,0,1,0,0
67.43,1,0,0,0,0,0,1,0,1,0,0
67.48,0,0,1,0,0,0,0,0,0,0,0
67.53,0,0,0,1,0,0,0,0,2,1,0
67.59,0,0,0,0,0,0,0,0,1,1,0
67.64,0,0,0,0,1,0,0,0,0,1,0
67.69,1,0,0,0,1,0,0,0,0,0,0
67.74,0,2,0,0,1,0,0,1,0,0,0
67.79,1,0,0,0,0,0,1,0,0,0,0
67.84,1,0,0,0,0,0,0,0,0,0,0
67.89,0,0,0,0,0,0,1,0,0,0,0
67.94,0,0,0,0,0,0,0,0,1,0,0
67.99,3,0,0,0,1,0,0,0,1,0,0
68.04,1,0,0,0,0,0,0,0,0,0,0
68.09,1,0,0,0,1,0,0,1,0,0,0
68.14,0,0,0,0,0,0,0,0,0,0,0
68.19,0,0,0,0,0,0,0,0,0,0,0
68.24,1,0,0,0,0,0,0,1,0,0,0
68.3,1,0,0,1,0,0,0,0,1,0,0
68.35,3,0,0,1,0,1,0,0,0,0,0
68.4,0,0,0,0,1,0,0,1,0,0,0
68.45,1,0,0,0,0,0,1,0,0,0,0
68.5,3,0,1,1,0,0,1,1,0,0,0
68.55,0,0,0,0,0,0,0,1,1,0,0
68.6,1,1,0,0,0,0,0,0,0,0,0
68.65,2,0,0,0,0,0,0,0,0,1,0
68.7,1,0,0,0,0,0,0,0,0,1,0
68.75,2,0,0,0,1,2,0,0,2,1,0
68.8,1,0,0,0,0,0,1,0,0,0,0
68.85,2,0,0,0,0,0,0,0,0,0,0
68.9,1,0,0,0,0,1,0,0,0,0,0
68.95,0,1,0,1,0,0,1,2,1,0,0
69.01,3,0,0,0,0,1,1,0,0,0,0
69.06,2,0,0,0,0,0,0,0,1,1,0
69.11,1,0,0,1,0,0,0,0,0,0,0
69.16,2,0,0,0,0,0,0,0,0,0,0
69.21,4,0,0,1,0,0,1,0,0,0,0
69.26,2,0,1,0,0,0,0,0,1,0,0
69.31,1,0,0,0,0,0,2,1,0,0,0
69.36,0,0,0,0,0,0,0,1,2,0,0
69.41,3,0,0,0,0,0,0,1,0,2,0
69.46,2,0,0,0,0,0,0,0,0,1,1
69.51,1,0,0,0,0,0,0,1,0,0,0
69.56,2,1,0,0,1,0,0,0,0,0,0
69.61,3,0,0,0,0,0,2,1,0,0,0
69.66,2,0,0,1,0,0,0,1,0,0,0
69.72,0,0,0,1,0,0,0,0,0,0,0
69.77,0,0,0,0,1,0,1,0,1,0,0
69.82,0,0,0,0,0,0,1,1,1,2,0
69.87,0,0,0,0,1,0,0,0,0,0,0
69.92,0,0,0,2,0,0,0,1,1,0,2
69.97,0,0,0,0,0,0,0,0,0,0,0
70.02,0,1,0,1,0,0,0,1,0,0,0
70.07,0,0,0,0,0,0,1,0,2,0,1
70.12,0,1,0,0,0,0,1,0,0,0,0
70.17,0,0,0,0,0,1,1,0,0,0,0
70.22,0,0,0,1,0,0,0,0,0,1,3
70.27,0,0,0,0,1,1,0,1,0,0,0
70.32,0,0,0,0,0,0,1,1,1,0,1
70.37,0,2,0,2,1,0,1,1,1,1,1
70.43,0,0,0,1,2,0,1,0,0,1,0
70.48,0,0,0,1,0,0,1,0,0,0,0
70.53,0,0,0,0,1,1,0,0,0,0,1
70.58,0,0,0,0,0,1,0,2,1,1,0
70.63,0,0,1,0,0,0,0,1,2,0,0
70.68,0,0,0,0,1,1,1,0,0,0,0
70.73,0,0,0,1,1,1,0,1,0,0,0
70.78,0,0,1,0,1,0,0,2,1,0,0
70.83,0,0,0,0,0,0,1,0,0,0,0
70.88,0,0,0,0,0,1,2,1,1,0,1
70.93,0,0,0,0,0,0,1,0,1,1,0
70.98,0,0,0,1,0,0,1,1,0,0,0
71.03,0,0,0,0,0,1,0,1,1,0,0
71.08,0,0,0,2,0,2,0,0,0,0,0
71.14,0,0,0,1,1,0,0,0,0,0,1
71.19,0,0,0,1,1,0,0,2,0,0,0
71.24,0,0,0,1,2,0,0,0,0,0,0
71.29,0,0,0,0,0,2,1,1,0,0,0
71.34,0,0,0,0,0,1,1,2,0,0,2
71.39,0,0,0,0,1,1,1,1,0,0,1
71.44,0,0,1,0,1,1,1,0,0,0,0
71.49,0,0,0,1,0,0,0,0,1,0,0
71.54,0,0,0,1,1,0,1,2,0,1,1
71.59,0,0,0,2,0,0,0,0,0,0,1
71.64,0,0,0,0,1,1,0,0,0,0,1
71.69,0,0,0,1,1,2,0,0,0,0,1
71.74,0,0,0,1,0,1,0,1,1,0,0
71.79,0,0,0,1,0,1,1,0,0,0,0
71.85,0,0,0,0,2,1,1,1,1,0,1
71.9,0,0,0,2,3,0,0,0,0,0,3
71.95,0,0,0,1,0,0,1,0,0,1,0
72,0,0,0,0,2,0,0,0,1,0,0
72.05,0,0,0,0,3,0,1,2,1,1,2
72.1,0,0,0,0,0,0,0,2,0,0,2
72.15,0,0,0,0,2,1,3,0,1,0,3
72.2,0,0,0,0,0,2,3,1,0,1,1
72.25,0,0,0,0,0,0,2,0,1,0,1
72.3,0,0,0,0,1,1,1,1,0,1,1
72.35,0,0,0,0,0,0,0,0,0,1,0
72.4,0,0,0,0,0,0,1,0,0,0,2
72.45,0,0,0,0,0,1,3,1,0,1,0
72.5,0,0,0,0,0,0,1,0,0,0,3
72.56,0,0,0,0,0,2,2,1,0,0,2
72.61,0,0,0,0,0,1,2,2,2,0,6
72.66,0,0,0,0,0,1,2,1,1,0,1
72.71,0,0,0,0,0,2,1,0,1,0,2
72.76,0,0,0,0,0,0,0,0,0,0,0
72.81,0,0,0,0,0,0,0,0,0,0,3
72.86,0,0,0,0,0,0,0,0,1,0,2
72.91,0,0,0,0,0,0,1,2,0,0,1
72.96,0,0,0,0,0,0,0,2,0,0,5
73.01,0,0,0,0,0,0,0,2,2,0,2
73.06,0,0,0,0,0,0,0,1,2,0,4
73.11,0,0,0,0,0,0,0,0,0,0,2
73.16,0,0,0,0,0,0,0,2,1,0,1
73.21,0,0,0,0,0,0,0,1,2,0,2
73.27,0,0,0,0,0,0,0,1,0,1,4
73.32,0,0,0,0,0,0,0,0,1,0,2
73.37,0,0,0,0,0,0,0,0,0,2,8
73.42,0,0,0,0,0,0,0,0,0,0,5
73.47,0,0,0,0,0,0,0,0,0,0,3
73.52,0,0,0,0,0,0,0,0,0,1,3
73.57,0,0,0,0,0,0,0,0,0,0,0
73.62,0,0,0,0,0,0,0,0,0,0,0
73.67,0,0,0,0,0,0,0,0,0,0,0
73.72,0,0,0,0,0,0,0,0,0,0,0
73.77,0,0,0,0,0,0,0,0,0,0,0
73.82,0,0,0,0,0,0,0,0,0,0,0
73.87,0,0,0,0,0,0,0,0,0,0,0
73.92,0,0,0,0,0,0,0,0,0,0,0
73.98,0,0,0,0,0,0,0,0,0,0,0
74.03,0,0,0,0,0,0,0,0,0,0,0
74.08,0,0,0,0,0,0,0,0,0,0,0
74.13,0,0,0,0,0,0,0,0,0,0,0
74.18,0,0,0,0,0,0,0,0,0,0,0
74.23,0,0,0,0,0,0,0,0,0,0,0
74.28,0,0,0,0,0,0,0,0,0,0,0
74.33,0,0,0,0,0,0,0,0,0,0,0
74.38,0,0,0,0,0,0,0,0,0,0,0
74.43,0,0,0,0,0,0,0,0,0,0,0
74.48,0,0,0,0,0,0,0,0,0,0,0
74.53,0,0,0,0,0,0,0,0,0,0,0
74.58,0,0,0,0,0,0,0,0,0,0,0
74.63,0,0,0,0,0,0,0,0,0,0,0
74.69,0,0,0,0,0,0,0,0,0,0,0
74.74,0,0,0,0,0,0,0,0,0,0,0
74.79,0,0,0,0,0,0,0,0,0,0,0
74.84,0,0,0,0,0,0,0,0,0,0,0
74.89,0,0,0,0,0,0,0,0,0,0,0
74.94,0,0,0,0,0,0,0,0,0,0,0
74.99,0,0,0,0,0,0,0,0,0,0,0
75.04,0,0,0,0,0,0,0,0,0,0,0
75.09,0,0,0,0,0,0,0,0,0,0,0
75.14,0,0,0,0,0,0,0,0,0,0,0
75.19,0,0,0,0,0,0,0,0,0,0,0
75.24,0,0,0,0,0,0,0,0,0,0,0
75.29,0,0,0,0,0,0,0,0,0,0,0
75.34,0,0,0,0,0,0,0,0,0,0,0
75.4,0,0,0,0,0,0,0,0,0,0,0
75.45,0,0,0,0,0,0,0,0,0,0,0
75.5,0,0,0,0,0,0,0,0,0,0,0
75.55,0,0,0,0,0,0,0,0,0,0,0
75.6,0,0,0,0,0,0,0,0,0,0,0
75.65,0,0,0,0,0,0,0,0,0,0,0
75.7,0,0,0,0,0,0,0,0,0,0,0
75.75,0,0,0,0,0,0,0,0,0,0,0
75.8,0,0,0,0,0,0,0,0,0,0,0
75.85,0,0,0,0,0,0,0,0,0,0,0
75.9,0,0,0,0,0,0,0,0,0,0,0
75.95,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0
76.05,0,0,0,0,0,0,0,0,0,0,0
76.11,0,0,0,0,0,0,0,0,0,0,0
76.16,0,0,0,0,0,0,0,0,0,0,0
76.21,0,0,0,0,0,0,0,0,0,0,0
76.26,0,0,0,0,0,0,0,0,0,0,0
76.31,0,0,0,0,0,0,0,0,0,0,0
76.36,0,0,0,0,0,0,0,0,0,0,0
76.41,0,0,0,0,0,0,0,0,0,0,0
76.46,0,0,0,0,0,0,0,0,0,0,0
76.51,0,0,0,0,0,0,0,0,0,0,0
76.56,0,0,0,0,0,0,0,0,0,0,0
76.61,0,0,0,0,0,0,0,0,0,0,0
76.66,0,0,0,0,0,0,0,0,0,0,0
76.71,0,0,0,0,0,0,0,0,0,0,0
76.76,0,0,0,0,0,0,0,0,0,0,0
76.82,0,0,0,0,0,0,0,0,0,0,0
76.87,0,0,0,0,0,0,0,0,0,0,0
76.92,0,0,0,0,0,0,0,0,0,0,0
76.97,0,0,0,0,0,0,0,0,0,0,0
77.02,0,0,0,0,0,0,0,0,0,0,0
77.07,0,0,0,0,0,0,0,0,0,0,0
77.12,0,0,0,0,0,0,0,0,0,0,0
77.17,0,0,0,0,0,0,0,0,0,0,0
77.22,0,0,0,0,0,0,0,0,0,0,0
77.27,0,0,0,0,0,0,0,0,0,0,0
77.32,0,0,0,0,0,0,0,0,0,0,0
77.37,0,0,0,0,0,0,0,0,0,0,0
77.42,0,0,0,0,0,0,0,0,0,0,0
77.47,0,0,0,0,0,0,0,0,0,0,0
77.53,0,0,0,0,0,0,0,0,0,0,0
77.58,0,0,0,0,0,0,0,0,0,0,0
77.63,0,0,0,0,0,0,0,0,0,0,0
77.68,0,0,0,0,0,0,0,0,0,0,0
77.73,0,0,0,0,0,0,0,0,0,0,0
77.78,0,0,0,0,0,0,0,0,0,0,0
77.83,0,0,0,0,0,0,0,0,0,0,0
77.88,0,0,0,0,0,0,0,0,0,0,0
77.93,0,0,0,0,0,0,0,0,0,0,0
77.98,0,0,0,0,0,0,0,0,0,0,0
78.03,0,0,0,0,0,0,0,0,0,0,0
78.08,0,0,0,0,0,0,0,0,0,0,0
78.13,0,0,0,0,0,0,0,0,0,0,0
78.18,0,0,0,0,0,0,0,0,0,0,0
78.24,0,0,0,0,0,0,0,0,0,0,0
78.29,0,0,0,0,0,0,0,0,0,0,0
78.34,0,0,0,0,0,0,0,0,0,0,0
78.39,0,0,0,0,0,0,0,0,0,0,0
78.44,0,0,0,0,0,0,0,0,0,0,0
78.49,0,0,0,0,0,0,0,0,0,0,0
78.54,0,0,0,0,0,0,0,0,0,0,0
78.59,0,0,0,0,0,0,0,0,0,0,0
78.64,0,0,0,0,0,0,0,0,0,0,0
78.69,0,0,0,0,0,0,0,0,0,0,0
78.74,0,0,0,0,0,0,0,0,0,0,0
78.79,0,0,0,0,0,0,0,0,0,0,0
78.84,0,0,0,0,0,0,0,0,0,0,0
78.89,0,0,0,0,0,0,0,0,0,0,0
78.95,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0
79.05,0,0,0,0,0,0,0,0,0,0,0
79.1,0,0,0,0,0,0,0,0,0,0,0
79.15,0,0,0,0,0,0,0,0,0,0,0
79.2,0,0,0,0,0,0,0,0,0,0,0
79.25,0,0,0,0,0,0,0,0,0,0,0
79.3,0,0,0,0,0,0,0,0,0,0,0
79.35,0,0,0,0,0,0,0,0,0,0,0
79.4,0,0,0,0,0,0,0,0,0,0,0
79.45,0,0,0,0,0,0,0,0,0,0,0
79.5,0,0,0,0,0,0,0,0,0,0,0
79.55,0,0,0,0,0,0,0,0,0,0,0
79.6,0,0,0,0,0,0,0,0,0,0,0
79.66,0,0,0,0,0,0,0,0,0,1,0
79.71,0,0,0,0,0,0,0,0,0,0,0
79.76,0,0,0,0,0,0,0,0,0,0,0
79.81,0,0,0,0,0,0,0,0,0,0,0
