E_1 / keV,N_1,N_2,N_3,N_4,N_5,N_6,N_7,N_8,N_9,N_10,N_11
79.86,0,0,0,0,0,0,0,0,0,0,0
79.91,0,0,0,0,0,0,0,0,0,0,0
79.96,0,0,0,0,0,0,0,0,0,0,0
80.01,0,0,0,0,0,0,0,0,0,0,0
80.06,0,0,0,0,0,0,0,0,0,0,0
80.11,0,0,0,0,0,0,0,0,0,0,0
80.16,0,0,0,0,0,0,0,0,0,0,0
80.21,0,0,0,0,0,0,0,0,0,0,0
80.26,0,0,0,0,0,0,0,0,0,0,0
80.31,0,0,0,0,0,0,0,0,0,0,0
80.37,0,0,0,0,0,0,0,0,0,0,0
80.42,0,0,0,0,0,0,0,0,0,0,0
80.47,0,0,0,0,0,0,0,0,0,0,0
80.52,0,0,0,0,0,0,0,0,0,0,0
80.57,0,0,0,0,0,0,0,0,0,0,0
80.62,0,0,0,0,0,0,0,0,0,0,0
80.67,0,0,0,0,0,0,0,0,0,0,0
80.72,0,0,0,0,0,0,0,0,0,0,0
80.77,0,0,0,0,0,0,0,0,0,0,0
80.82,0,0,0,0,0,0,0,0,0,0,0
80.87,0,0,0,0,0,0,0,0,0,0,0
80.92,0,0,0,0,0,0,0,0,0,0,0
80.97,0,0,0,0,0,0,0,0,0,0,0
81.02,0,0,0,0,0,0,0,0,0,0,0
81.08,0,0,0,0,0,0,0,0,0,0,0
81.13,0,0,0,0,0,0,0,0,0,0,0
81.18,0,0,0,0,0,0,0,0,0,0,0
81.23,0,0,0,0,0,0,0,0,0,0,0
81.28,0,0,0,0,0,0,0,0,0,0,0
81.33,0,0,0,0,0,0,0,0,0,0,0
81.38,0,0,0,0,0,0,0,0,0,0,0
81.43,0,0,0,0,0,0,0,0,0,0,0
81.48,0,0,0,0,0,0,0,0,0,0,0
81.53,0,0,0,0,0,0,0,0,0,0,0
81.58,0,0,0,0,0,0,0,0,0,0,0
81.63,0,0,0,0,0,0,0,0,0,0,0
81.68,0,0,0,0,0,0,0,0,0,0,0
81.73,0,0,0,0,0,0,0,0,0,0,0
81.79,0,0,0,0,0,0,0,0,0,0,0
81.84,0,0,0,0,0,0,0,0,0,0,0
81.89,0,0,0,0,0,0,0,0,0,0,0
81.94,0,0,0,0,0,0,0,0,0,0,0
81.99,0,0,0,0,0,0,0,0,0,0,0
82.04,0,0,0,0,0,0,0,0,0,0,0
82.09,0,0,0,0,0,0,0,0,0,0,0
82.14,0,0,0,0,0,0,0,0,0,0,0
82.19,0,0,0,0,0,0,0,0,0,0,0
82.24,0,0,0,0,0,0,0,0,0,0,0
82.29,0,0,0,0,0,0,0,0,0,0,0
82.34,0,0,0,0,0,0,0,0,0,0,0
82.39,0,0,0,0,0,0,0,0,0,0,0
82.44,0,0,0,0,0,0,0,0,0,0,0
82.5,0,0,0,0,0,0,0,0,0,0,0
82.55,0,0,0,0,0,0,0,0,0,0,0
82.6,0,0,0,0,0,0,0,0,0,0,0
82.65,0,0,0,0,0,0,0,0,0,0,0
82.7,0,0,0,0,0,0,0,0,0,0,0
82.75,0,0,0,0,0,0,0,0,0,0,0
82.8,0,0,0,0,0,0,0,0,0,0,0
82.85,0,0,0,0,0,0,0,0,0,0,0
82.9,0,0,0,0,0,0,0,0,0,0,0
82.95,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0
83.05,0,0,0,0,0,0,0,0,0,0,0
83.1,0,0,0,0,0,0,0,0,0,0,0
83.15,0,0,0,0,0,0,0,0,0,0,0
83.21,0,0,0,0,0,0,0,0,0,0,0
83.26,0,0,0,0,0,0,0,0,0,0,0
83.31,0,0,0,0,0,0,0,0,0,0,0
83.36,0,0,0,0,0,0,0,0,0,0,0
83.41,0,0,0,0,0,0,0,0,0,0,0
83.46,0,0,0,0,0,0,0,0,0,0,0
83.51,0,0,0,0,0,0,0,0,0,0,0
83.56,0,0,0,0,0,0,0,0,0,0,0
83.61,0,0,0,0,0,0,0,0,0,0,0
83.66,0,0,0,0,0,0,0,0,0,0,0
83.71,0,0,0,0,0,0,0,0,0,0,0
83.76,0,0,0,0,0,0,0,0,0,0,0
83.81,0,0,0,0,0,0,0,0,0,0,0
83.86,0,0,0,0,0,0,0,0,0,0,0
83.92,0,0,0,0,0,0,0,0,0,0,0
83.97,0,0,0,0,0,0,0,0,0,0,0
84.02,0,0,0,0,0,0,0,0,0,0,0
84.07,0,0,0,0,0,0,0,0,0,0,0
84.12,0,0,0,0,0,0,0,0,0,0,0
84.17,0,0,0,0,0,0,0,0,0,0,0
84.22,0,0,0,0,0,0,0,0,0,0,0
84.27,0,0,0,0,0,0,0,0,0,0,0
84.32,0,0,0,0,0,0,0,0,0,0,0
84.37,0,0,0,0,0,0,0,0,0,0,0
84.42,0,0,0,0,0,0,0,0,0,0,0
84.47,0,0,0,0,0,0,0,0,0,0,0
84.52,0,0,0,0,0,0,0,0,0,0,0
84.57,0,0,0,0,0,0,0,0,0,0,0
84.63,0,0,0,0,0,0,0,0,0,0,0
84.68,0,0,0,0,0,0,0,0,0,0,0
84.73,0,0,0,0,0,0,0,0,0,0,0
84.78,0,0,0,0,0,0,0,0,0,0,0
84.83,0,0,0,0,0,0,0,0,0,0,0
84.88,0,0,0,0,0,0,0,0,0,0,0
84.93,0,0,0,0,0,0,0,0,0,0,0
84.98,0,0,0,0,0,0,0,0,0,0,0
85.03,0,0,0,0,0,0,0,0,0,0,0
85.08,0,0,0,0,0,0,0,0,0,0,0
85.13,0,0,0,0,0,0,0,0,0,0,0
85.18,0,0,0,0,0,0,0,0,0,0,0
85.23,0,0,0,0,0,0,0,0,0,0,0
85.28,0,0,0,0,0,0,0,0,0,0,0
85.34,0,0,0,0,0,0,0,0,0,0,0
85.39,0,0,0,0,0,0,0,0,0,0,0
85.44,0,0,0,0,0,0,0,0,0,0,0
85.49,0,0,0,0,0,0,0,0,0,0,0
85.54,0,0,0,0,0,0,0,0,0,0,0
85.59,0,0,0,0,0,0,0,0,0,0,0
85.64,0,0,0,0,0,0,0,0,0,0,0
85.69,0,0,0,0,0,0,0,0,0,0,0
85.74,0,0,0,0,0,0,0,0,0,0,0
85.79,0,0,0,0,0,0,0,0,0,0,0
85.84,0,0,0,0,0,0,0,0,0,0,0
85.89,0,0,0,0,0,0,0,0,0,0,0
85.94,0,0,0,0,0,0,0,0,0,0,0
85.99,0,0,0,0,0,0,0,0,0,0,0
86.05,0,0,0,0,0,0,0,0,0,0,0
86.1,0,0,0,0,0,0,0,0,0,0,0
86.15,0,0,0,0,0,0,0,0,0,0,0
86.2,0,0,0,0,0,0,0,0,0,0,0
86.25,0,0,0,0,0,0,0,0,0,0,0
86.3,0,0,0,0,0,0,0,0,0,0,0
86.35,0,0,0,0,0,0,0,0,0,0,0
86.4,0,0,0,0,0,0,0,0,0,0,0
86.45,0,0,0,0,0,0,0,0,0,0,0
86.5,0,0,0,0,0,0,0,0,0,0,0
86.55,0,0,0,0,0,0,0,0,0,0,0
86.6,0,0,0,0,0,0,0,0,0,0,0
86.65,0,0,0,0,0,0,0,0,0,0,0
86.7,0,0,0,0,0,0,0,0,0,0,0
86.76,0,0,0,0,0,0,0,0,0,0,0
86.81,0,0,0,0,0,0,0,0,0,0,0
86.86,0,0,0,0,0,0,0,0,0,0,0
86.91,0,0,0,0,0,0,0,0,0,0,0
86.96,0,0,0,0,0,0,0,0,0,0,0
87.01,0,0,0,0,0,0,0,0,0,0,0
87.06,0,0,0,0,0,0,0,0,0,0,0
87.11,0,0,0,0,0,0,0,0,0,0,0
87.16,0,0,0,0,0,0,0,0,0,0,0
87.21,0,0,0,0,0,0,0,0,0,0,0
87.26,0,0,0,0,0,0,0,0,0,0,0
87.31,0,0,0,0,0,0,0,0,0,0,0
87.36,0,0,0,0,0,0,0,0,0,0,0
87.41,0,0,0,0,0,0,0,0,0,0,0
87.47,0,0,0,0,0,0,0,0,0,0,0
87.52,0,0,0,0,0,0,0,0,0,0,0
87.57,0,0,0,0,0,0,0,0,0,0,0
87.62,0,0,0,0,0,0,0,0,0,0,0
87.67,0,0,0,0,0,0,0,0,0,0,0
87.72,0,0,0,0,0,0,0,0,0,0,0
87.77,0,0,0,0,0,0,0,0,0,0,0
87.82,0,0,0,0,0,0,0,0,0,0,0
87.87,0,0,0,0,0,0,0,0,0,0,0
87.92,0,0,0,0,0,0,0,0,0,0,0
87.97,0,0,0,0,0,0,0,0,0,0,0
88.02,0,0,0,0,0,0,0,0,0,0,0
88.07,0,0,0,0,0,0,0,0,0,0,0
88.12,0,0,0,0,0,0,0,0,0,0,0
88.18,0,0,0,0,0,0,0,0,0,0,0
88.23,0,0,0,0,0,0,0,0,0,0,0
88.28,0,0,0,0,0,0,0,0,0,0,0
88.33,0,0,0,0,0,0,0,0,0,0,0
88.38,0,0,0,0,0,0,0,0,0,0,0
88.43,0,0,0,0,0,0,0,0,0,0,0
88.48,0,0,0,0,0,0,0,0,0,0,0
88.53,0,0,0,0,0,0,0,0,0,0,0
88.58,0,0,0,0,0,0,0,0,0,0,0
88.63,0,0,0,0,0,0,0,0,0,0,0
88.68,0,0,0,0,0,0,0,0,0,0,0
88.73,0,0,0,0,0,0,0,0,0,0,0
88.78,0,0,0,0,0,0,0,0,0,0,0
88.83,0,0,0,0,0,0,0,0,0,0,0
88.89,0,0,0,0,0,0,0,0,0,0,0
88.94,0,0,0,0,0,0,0,0,0,0,0
88.99,0,0,0,0,0,0,0,0,0,0,0
89.04,0,0,0,0,0,0,0,0,0,0,0
89.09,0,0,0,0,0,0,0,0,0,0,0
89.14,0,0,0,0,0,0,0,0,0,0,0
89.19,0,0,0,0,0,0,0,0,0,0,0
89.24,0,0,0,0,0,0,0,0,0,0,0
89.29,0,0,0,0,0,0,0,0,0,0,0
89.34,0,0,0,0,0,0,0,0,0,0,0
89.39,0,0,0,0,0,0,0,0,0,0,0
89.44,0,0,0,0,0,0,0,0,0,0,0
89.49,0,0,0,0,0,0,0,0,0,0,0
89.54,0,0,0,0,0,0,0,0,0,0,0
89.6,0,0,0,0,0,0,0,0,0,0,0
89.65,0,0,0,0,0,0,0,0,0,0,0
89.7,0,0,0,0,0,0,0,0,0,0,0
89.75,0,0,0,0,0,0,0,0,0,0,0
89.8,0,0,0,0,0,0,0,0,0,0,0
89.85,0,0,0,0,0,0,0,0,0,0,0
89.9,0,0,0,0,0,0,0,0,0,0,0
89.95,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0
90.05,0,0,0,0,0,0,0,0,0,0,0
90.1,0,0,0,0,0,0,0,0,0,0,0
90.15,0,0,0,0,0,0,0,0,0,0,0
90.2,0,0,0,0,0,0,0,0,0,0,0
90.25,0,0,0,0,0,0,0,0,0,0,0
90.31,0,0,0,0,0,0,0,0,0,0,0
90.36,0,0,0,0,0,0,0,0,0,0,0
90.41,0,0,0,0,0,0,0,0,0,0,0
90.46,0,0,0,0,0,0,0,0,0,0,0
90.51,0,0,0,0,0,0,0,0,0,0,0
90.56,0,0,0,0,0,0,0,0,0,0,0
90.61,0,0,0,0,0,0,0,0,0,0,0
90.66,0,0,0,0,0,0,0,0,0,0,0
90.71,0,0,0,0,0,0,0,0,0,0,0
90.76,0,0,0,0,0,0,0,0,0,0,0
90.81,0,0,0,0,0,0,0,0,0,0,0
90.86,0,0,0,0,0,0,0,0,0,0,0
90.91,0,0,0,0,0,0,0,0,0,0,0
90.96,0,0,0,0,0,0,0,0,0,0,0
91.02,0,0,0,0,0,0,0,0,0,0,0
91.07,0,0,0,0,0,0,0,0,0,0,0
91.12,0,0,0,0,0,0,0,0,0,0,0
91.17,0,0,0,0,0,0,0,0,0,0,0
91.22,0,0,0,0,0,0,0,0,0,0,0
91.27,0,0,0,0,0,0,0,0,0,0,0
91.32,0,0,0,0,0,0,0,0,0,0,0
91.37,0,0,0,0,0,0,0,0,0,0,0
91.42,0,0,0,0,0,0,0,0,0,0,0
91.47,0,0,0,0,0,0,0,0,0,0,0
91.52,0,0,0,0,0,0,0,0,0,0,0
91.57,0,0,0,0,0,0,0,0,0,0,0
91.62,0,0,0,0,0,0,0,0,0,0,0
91.67,0,0,0,0,0,0,0,0,0,0,0
91.73,0,0,0,0,0,0,0,0,0,0,0
91.78,0,0,0,0,0,0,0,0,0,0,0
91.83,0,0,0,0,0,0,0,0,0,0,0
91.88,0,0,0,0,0,0,0,0,0,0,0
91.93,0,0,0,0,0,0,0,0,0,0,0
91.98,0,0,0,0,0,0,0,0,0,0,0
92.03,0,0,0,0,0,0,0,0,0,0,0
92.08,0,0,0,0,0,0,0,0,0,0,0
92.13,0,0,0,0,0,0,0,0,0,0,0
92.18,0,0,0,0,0,0,0,0,0,0,0
92.23,0,0,0,0,0,0,0,0,0,0,0
92.28,0,0,0,0,0,0,0,0,0,0,0
92.33,0,0,0,0,0,0,0,0,0,0,0
92.38,0,0,0,0,0,0,0,0,0,0,0
92.44,0,0,0,0,0,0,0,0,0,0,0
92.49,0,0,0,0,0,0,0,0,0,0,0
92.54,0,0,0,0,0,0,0,0,0,0,0
92.59,0,0,0,0,0,0,0,0,0,0,0
92.64,0,0,0,0,0,0,0,0,0,0,0
92.69,0,0,0,0,0,0,0,0,0,0,0
92.74,0,0,0,0,0,0,0,0,0,0,0
92.79,0,0,0,0,0,0,0,0,0,0,0
92.84,0,0,0,0,0,0,0,0,0,0,0
92.89,0,0,0,0,0,0,0,0,0,0,0
92.94,0,0,0,0,0,0,0,0,0,0,0
92.99,0,0,0,0,0,0,0,0,0,0,0
93.04,0,0,0,0,0,0,0,0,0,0,0
93.09,0,0,0,0,0,0,0,0,0,0,0
93.15,0,0,0,0,0,0,0,0,0,0,0
93.2,0,0,0,0,0,0,0,0,0,0,0
93.25,0,0,0,0,0,0,0,0,0,0,0
93.3,0,0,0,0,0,0,0,0,0,0,0
93.35,0,0,0,0,0,0,0,0,0,0,0
93.4,0,0,0,0,0,0,0,0,0,0,0
93.45,0,0,0,0,0,0,0,0,0,0,0
93.5,0,0,0,0,0,0,0,0,0,0,0
93.55,0,0,0,0,0,0,0,0,0,0,0
93.6,0,0,0,0,0,0,0,0,0,0,0
93.65,0,0,0,0,0,0,0,0,0,0,0
93.7,0,0,0,0,0,0,0,0,0,0,0
93.75,0,0,0,0,0,0,0,0,0,0,0
93.8,0,0,0,0,0,0,0,0,0,0,0
93.86,0,0,0,0,0,0,0,0,0,0,0
93.91,0,0,0,0,0,0,0,0,0,0,0
93.96,0,0,0,0,0,0,0,0,0,0,0
94.01,0,0,0,0,0,0,0,0,0,0,0
94.06,0,0,0,0,0,0,0,0,0,0,0
94.11,0,0,0,0,0,0,0,0,0,0,0
94.16,0,0,0,0,0,0,0,0,0,0,0
94.21,0,0,0,0,0,0,0,0,0,0,0
94.26,0,0,0,0,0,0,0,0,0,0,0
94.31,0,0,0,0,0,0,0,0,0,0,0
94.36,0,0,0,0,0,0,0,0,0,0,0
94.41,0,0,0,0,0,0,0,0,0,0,0
94.46,0,0,0,0,0,0,0,0,0,0,0
94.51,0,0,0,0,0,0,0,0,0,0,0
94.57,0,0,0,0,0,0,0,0,0,0,0
94.62,0,0,0,0,0,0,0,0,0,0,0
94.67,0,0,0,0,0,0,0,0,0,0,0
94.72,0,0,0,0,0,0,0,0,0,0,0
94.77,0,0,0,0,0,0,0,0,0,0,0
94.82,0,0,0,0,0,0,0,0,0,0,0
94.87,0,0,0,0,0,0,0,0,0,0,0
94.92,0,0,0,0,0,0,0,0,0,0,0
94.97,0,0,0,0,0,0,0,0,0,0,0
95.02,0,0,0,0,0,0,0,0,0,0,0
95.07,0,0,0,0,0,0,0,0,0,0,0
95.12,0,0,0,0,0,0,0,0,0,0,0
95.17,0,0,0,0,0,0,0,0,0,0,0
95.22,0,0,0,0,0,0,0,0,0,0,0
95.28,0,0,0,0,0,0,0,0,0,0,0
95.33,0,0,0,0,0,0,0,0,0,0,0
95.38,0,0,0,0,0,0,0,0,0,0,0
95.43,0,0,0,0,0,0,0,0,0,0,0
95.48,0,0,0,0,0,0,0,0,0,0,0
95.53,0,0,0,0,0,0,0,0,0,0,0
95.58,0,0,0,0,0,0,0,0,0,0,0
95.63,0,0,0,0,0,0,0,0,0,0,0
95.68,0,0,0,0,0,0,0,0,0,0,0
95.73,0,0,0,0,0,0,0,0,0,0,0
95.78,0,0,0,0,0,0,0,0,0,0,0
95.83,0,0,0,0,0,0,0,0,0,0,0
95.88,0,0,0,0,0,0,0,0,0,0,0
95.93,0,0,0,0,0,0,0,0,0,0,0
95.99,0,0,0,0,0,0,0,0,0,0,0
96.04,0,0,0,0,0,0,0,0,0,0,0
96.09,0,0,0,0,0,0,0,0,0,0,0
96.14,0,0,0,0,0,0,0,0,0,0,0
96.19,0,0,0,0,0,0,0,0,0,0,0
96.24,0,0,0,0,0,0,0,0,0,0,0
96.29,0,0,0,0,0,0,0,0,0,0,0
96.34,0,0,0,0,0,0,0,0,0,0,0
96.39,0,0,0,0,0,0,0,0,0,0,0
96.44,0,0,0,0,0,0,0,0,0,0,0
96.49,0,0,0,0,0,0,0,0,0,0,0
96.54,0,0,0,0,0,0,0,0,0,0,0
96.59,0,0,0,0,0,0,0,0,0,0,0
96.64,0,0,0,0,0,0,0,0,0,0,0
96.7,0,0,0,0,0,0,0,0,0,0,0
96.75,0,0,0,0,0,0,0,0,0,0,0
96.8,0,0,0,0,0,0,0,0,0,0,0
96.85,0,0,0,0,0,0,0,0,0,0,0
96.9,0,0,0,0,0,0,0,0,0,0,0
96.95,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0
97.05,0,0,0,0,0,0,0,0,0,0,0
97.1,0,0,0,0,0,0,0,0,0,0,0
97.15,0,0,0,0,0,0,0,0,0,0,0
97.2,0,0,0,0,0,0,0,0,0,0,0
97.25,0,0,0,0,0,0,0,0,0,0,0
97.3,0,0,0,0,0,0,0,0,0,0,0
97.35,0,0,0,0,0,0,0,0,0,0,0
97.41,0,0,0,0,0,0,0,0,0,0,0
97.46,0,0,0,0,0,0,0,0,0,0,0
97.51,0,0,0,0,0,0,0,0,0,0,0
97.56,0,0,0,0,0,0,0,0,0,0,0
97.61,0,0,0,0,0,0,0,0,0,0,0
97.66,0,0,0,0,0,0,0,0,0,0,0
97.71,0,0,0,0,0,0,0,0,0,0,0
97.76,0,0,0,0,0,0,0,0,0,0,0
97.81,0,0,0,0,0,0,0,0,0,0,0
97.86,0,0,0,0,0,0,0,0,0,0,0
97.91,0,0,0,0,0,0,0,0,0,0,0
97.96,0,0,0,0,0,0,0,0,0,0,0
98.01,0,0,0,0,0,0,0,0,0,0,0
98.06,0,0,0,0,0,0,0,0,0,0,0
98.12,0,0,0,0,0,0,0,0,0,0,0
98.17,0,0,0,0,0,0,0,0,0,0,0
98.22,0,0,0,0,0,0,0,0,0,0,0
98.27,0,0,0,0,0,0,0,0,0,0,0
98.32,0,0,0,0,0,0,0,0,0,0,0
98.37,0,0,0,0,0,0,0,0,0,0,0
98.42,0,0,0,0,0,0,0,0,0,0,0
98.47,0,0,0,0,0,0,0,0,0,0,0
98.52,0,0,0,0,0,0,0,0,0,0,0
98.57,0,0,0,0,0,0,0,0,0,0,0
98.62,0,0,0,0,0,0,0,0,0,0,0
98.67,0,0,0,0,0,0,0,0,0,0,0
98.72,0,0,0,0,0,0,0,0,0,0,0
98.77,0,0,0,0,0,0,0,0,0,0,0
98.83,0,0,0,0,0,0,0,0,0,0,0
98.88,0,0,0,0,0,0,0,0,0,0,0
98.93,0,0,0,0,0,0,0,0,0,0,0
98.98,0,0,0,0,0,0,0,0,0,0,0
99.03,0,0,0,0,0,0,0,0,0,0,0
99.08,0,0,0,0,0,0,0,0,0,0,0
99.13,0,0,0,0,0,0,0,0,0,0,0
99.18,0,0,0,0,0,0,0,0,0,0,0
99.23,0,0,0,0,0,0,0,0,0,0,0
99.28,0,0,0,0,0,0,0,0,0,0,0
99.33,0,0,0,0,0,0,0,0,0,0,0
99.38,0,0,0,0,0,0,0,0,0,0,0
99.43,0,0,0,0,0,0,0,0,0,0,0
99.48,0,0,0,0,0,0,0,0,0,0,0
99.54,0,0,0,0,0,0,0,0,0,0,0
99.59,0,0,0,0,0,0,0,0,0,0,0
99.64,0,0,0,0,0,0,0,0,0,0,0
99.69,0,0,0,0,0,0,0,0,0,0,0
99.74,0,0,0,0,0,0,0,0,0,0,0
99.79,0,0,0,0,0,0,0,0,0,0,0
99.84,0,0,0,0,0,0,0,0,0,0,0
99.89,0,0,0,0,0,0,0,0,0,0,0
99.94,0,0,0,0,0,0,0,0,0,0,0
99.99,0,0,0,0,0,0,0,0,0,0,0
100.04,0,0,0,0,0,0,0,0,0,0,0
100.09,0,0,0,0,0,0,0,0,0,0,0
100.14,0,0,0,0,0,0,0,0,0,0,0
100.19,0,0,0,0,0,0,0,0,0,0,0
100.25,0,0,0,0,0,0,0,0,0,0,0
100.3,0,0,0,0,0,0,0,0,0,0,0
100.35,0,0,0,0,0,0,0,0,0,0,0
100.4,0,0,0,0,0,0,0,0,0,0,0
100.45,0,0,0,0,0,0,0,0,0,0,0
100.5,0,0,0,0,0,0,0,0,0,0,0
100.55,0,0,0,0,0,0,0,0,0,0,0
100.6,0,0,0,0,0,0,0,0,0,0,0
100.65,0,0,0,0,0,0,0,0,0,0,0
100.7,0,0,0,0,0,0,0,0,0,0,0
100.75,0,0,0,0,0,0,0,0,0,0,0
100.8,0,0,0,0,0,0,0,0,0,0,0
100.85,0,0,0,0,0,0,0,0,0,0,0
100.9,0,0,0,0,0,0,0,0,0,0,0
100.96,0,0,0,0,0,0,0,0,0,0,0
101.01,0,0,0,0,0,0,0,0,0,0,0
101.06,0,0,0,0,0,0,0,0,0,0,0
101.11,0,0,0,0,0,0,0,0,0,0,0
101.16,0,0,0,0,0,0,0,0,0,0,0
101.21,0,0,0,0,0,0,0,0,0,0,0
101.26,0,0,0,0,0,0,0,0,0,0,0
101.31,0,0,0,0,0,0,0,0,0,0,0
101.36,0,0,0,0,0,0,0,0,0,0,0
101.41,0,0,0,0,0,0,0,0,0,0,0
101.46,0,0,0,0,0,0,0,0,0,0,0
101.51,0,0,0,0,0,0,0,0,0,0,0
101.56,0,0,0,0,0,0,0,0,0,0,0
101.61,0,0,0,0,0,0,0,0,0,0,0
101.67,0,0,0,0,0,0,0,0,0,0,0
101.72,0,0,0,0,0,0,0,0,0,0,0
101.77,0,0,0,0,0,0,0,0,0,0,0
101.82,0,0,0,0,0,0,0,0,0,0,0
101.87,0,0,0,0,0,0,0,0,0,0,0
101.92,0,0,0,0,0,0,0,0,0,0,0
101.97,0,0,0,0,0,0,0,0,0,0,0
102.02,0,0,0,0,0,0,0,0,0,0,0
102.07,0,0,0,0,0,0,0,0,0,0,0
102.12,0,0,0,0,0,0,0,0,0,0,0
102.17,0,0,0,0,0,0,0,0,0,0,0
102.22,0,0,0,0,0,0,0,0,0,0,0
102.27,0,0,0,0,0,0,0,0,0,0,0
102.32,0,0,0,0,0,0,0,0,0,0,0
102.38,0,0,0,0,0,0,0,0,0,0,0
102.43,0,0,0,0,0,0,0,0,0,0,0
102.48,0,0,0,0,0,0,0,0,0,0,0
102.53,0,0,0,0,0,0,0,0,0,0,0
102.58,0,0,0,0,0,0,0,0,0,0,0
102.63,0,0,0,0,0,0,0,0,0,0,0
102.68,0,0,0,0,0,0,0,0,0,0,0
102.73,0,0,0,0,0,0,0,0,0,0,0
102.78,0,0,0,0,0,0,0,0,0,0,0
102.83,0,0,0,0,0,0,0,0,0,0,0
